sfa_name,sfa_id,fips,county,state_name,zip,fts,fts_int,ffvp,cvendor,cpurch,ckitch,totalstudents,totalschools,poverty_status,latitude,longitude
Biloxi Public School Dist,00010,28047,Harrison County,Mississippi,39533,1,3.29025,0,1,1,1,6230,8,3,30.39,-88.88
Leland School Dist,00067,28151,Washington County,Mississippi,38756,1,13.399999999999999,1,1,1,1,882,3,4,33.4,-90.89
South Tippah School District,00124,28139,Tippah County,Mississippi,38663,1,0.5,0,1,1,1,2720,5,3,34.72,-88.94
Resurrection Catholic,00249,28059,Jackson County,Mississippi,39581,0,0,0,1,1,1,529,2,1,30.36,-88.49
Canton Separate School Dist,00015,28089,Madison County,Mississippi,39046,0,0,1,3,2,2,3477,8,4,32.61,-90.03
Columbus Mun Sch Dist,00025,28087,Lowndes County,Mississippi,39703,1,1.25,0,1,1,1,3638,8,4,33.5,-88.4
Carroll County School District,00162,28015,Carroll County,Mississippi,38917,1,4.074999999999999,0,3,1,1,937,2,4,33.5,-89.92
Louisville Mun School District,00069,28159,Winston County,Mississippi,39339,1,1.636111111111111,1,2,1,2,2772,6,3,33.12,-89.05
West Bolivar Consolidated School District,00148,28011,Bolivar County,Mississippi,38769,1,2.0277777777777777,1,1,1,1,1287,6,4,33.85,-91.03
Gulfport Separate School Dist,00043,28047,Harrison County,Mississippi,39501,0,0,1,1,1,1,6430,9,3,30.38,-89.1
Unity Mb Church Of Elizabeth,00281,28151,Washington County,Mississippi,38756,1,3.8572744014732967,0,1,1,1,60,1,3,33.4,-90.89
Aberdeen School District,00001,28095,Monroe County,Mississippi,39730,0,0,1,1,1,1,1211,3,4,33.82,-88.55
Marion Co School District,00072,28091,Marion County,Mississippi,39429,0,0,0,1,1,1,2082,3,3,31.25,-89.82
Scott Cty School District,00251,28123,Scott County,Mississippi,39074,1,5.383333333333333,0,1,1,1,4091,6,3,32.35,-89.47
Pitt County Schools,740,37147,Pitt County,North Carolina,27834,1,8.1075,1,1,1,1,24112,38,4,35.66,-77.38
Asheville City Schools,111,37021,Buncombe County,North Carolina,28801,1,13.112924152787954,0,1,2,1,4549,10,2,35.59,-82.56
Healthy Start Academy,32B,37063,Durham County,North Carolina,27701,1,4.025,0,1,1,1,407,1,4,36,-78.9
Guilford Preparatory,41C,37081,Guilford County,North Carolina,27405,1,2.082417582417582,1,1,1,1,293,2,4,36.11,-79.74
Wake Forest Charter Academy,92V,37183,Wake County,North Carolina,27587,0,0,0,2,1,4,769,1,1,35.97,-78.52
The Learning Center,20A,37039,Cherokee County,North Carolina,28906,1,11.75,0,2,2,1,179,1,4,35.09,-84.02
Clinton City Schools,821,37163,Sampson County,North Carolina,28328,1,11.4,0,1,1,1,3065,5,4,35,-78.33
Summerfield Charter Academy,41J,37081,Guilford County,North Carolina,27358,0,0,0,2,1,4,778,1,1,36.2,-79.89
Girls Leadership Academy Of Wilmington,65G,37129,New Hanover County,North Carolina,28405,0,0,0,1,1,1,243,1,3,34.26,-77.87
Children's Village Academy,54A,37107,Lenoir County,North Carolina,28501,1,1,0,1,1,1,180,1,4,35.27,-77.59
Rowan-Salisbury Schools,800,37159,Rowan County,North Carolina,28144,1,4.552941176470588,1,2,3,1,19061,34,3,35.66,-80.48
Robeson County Schools,780,37155,Robeson County,North Carolina,28372,0,0,1,2,1,1,24256,40,4,34.68,-79.19
Wake County Schools,920,37183,Wake County,North Carolina,27610,1,9.002192569100952,1,1,1,1,163544,187,1,35.74,-78.55
Gate City Charter Academy,41L,37081,Guilford County,North Carolina,27405,0,0,0,2,1,4,669,1,2,36.11,-79.74
Randolph County Schools,760,37151,Randolph County,North Carolina,27205,1,7.062442396313365,1,1,1,1,16146,31,3,35.65,-79.84
Orange County Schools,680,37135,Orange County,North Carolina,27278,1,10.993846153846155,0,1,1,1,7649,13,2,36.07,-79.1
Brunswick County Schools,100,37019,Brunswick County,North Carolina,28422,1,4.57547783933518,0,3,4,4,12594,19,3,34.07,-78.14
Movement Charter School,61T,37119,Mecklenburg County,North Carolina,28208,0,0,0,,,,396,1,3,35.23,-80.91
Henderson Collegiate,91B,37181,Vance County,North Carolina,27536,1,4,0,3,1,4,1173,1,4,36.32,-78.41
Winterville Charter Academy,74C,37147,Pitt County,North Carolina,28590,0,0,0,2,1,4,595,1,2,35.52,-77.39
Haywood County Schools,440,37087,Haywood County,North Carolina,28721,1,10.079913955703589,0,2,1,1,7233,15,3,35.53,-82.91
Columbus County Schools,240,37047,Columbus County,North Carolina,28472,1,5.935294117647059,0,1,1,1,5835,17,4,34.32,-78.7
Avery County Schools,60,37011,Avery County,North Carolina,28657,1,10.282767416124592,0,3,2,1,2002,8,3,36.08,-81.92
Bethel Hill Charter,73A,37145,Person County,North Carolina,27574,0,0,0,1,1,1,395,1,2,36.41,-78.85
Preeminent Charter,92M,37183,Wake County,North Carolina,27610,0,0,0,2,1,4,626,1,3,35.74,-78.55
Hoke County Schools,470,37093,Hoke County,North Carolina,28376,1,9.066666666666666,0,1,1,1,9928,15,3,34.97,-79.22
Rockingham County Schools,790,37157,Rockingham County,North Carolina,27288,1,11.020538196374957,0,1,1,1,13573,23,3,36.5,-79.74
"Grandfather Home For Children, Inc",1108,37189,Watauga County,North Carolina,28604,0,0,0,1,1,2,32,1,,36.16,-81.87
Swain County Schools,870,37173,Swain County,North Carolina,28713,1,9.508333333333333,0,1,1,1,1953,4,3,35.42,-83.44
McDowell County Schools,590,37111,McDowell County,North Carolina,28752,1,3.4457142857142857,1,1,1,1,6569,14,3,35.68,-82
Chatham County Schools,190,37037,Chatham County,North Carolina,27312,1,6,0,1,1,1,9401,18,2,35.71,-79.17
Yancey County Schools,995,37199,Yancey County,North Carolina,28714,1,12.462156927949758,0,1,1,1,2153,8,2,35.91,-82.29
Rutherford County Schools,810,37161,Rutherford County,North Carolina,28043,1,9.600277714285713,0,1,1,1,8249,19,4,35.33,-81.86
Concord Lake STEAM Academy,13D,37025,Cabarrus County,North Carolina,28083,0,0,0,1,1,1,526,1,2,35.49,-80.62
Ashe County Schools,50,37009,Ashe County,North Carolina,28640,1,5.443296988270408,0,1,1,1,3064,6,3,36.42,-81.46
Tarheel Challenge Academy New London,1027,37167,Stanly County,North Carolina,28127,0,0,0,1,1,1,144,1,4,35.44,-80.21
Person County Schools,730,37145,Person County,North Carolina,27573,1,6.616658954187876,0,1,1,1,4655,12,3,36.4,-78.98
Macon County Schools,560,37113,Macon County,North Carolina,28734,0,0,0,1,1,1,4542,11,3,35.18,-83.38
Mooresville Graded School District,491,37097,Iredell County,North Carolina,28115,1,5.116666666666667,0,2,3,1,6099,7,2,35.57,-80.81
Guilford County Schools,410,37081,Guilford County,North Carolina,27401,1,3.025,1,4,3,4,73663,125,3,36.07,-79.77
Kipp Durham College Preparatory,32S,37063,Durham County,North Carolina,27701,1,1.5,0,1,1,2,344,1,4,36,-78.9
Global Scholars Academy,32M,37063,Durham County,North Carolina,27701,0,0,1,1,1,1,210,1,3,36,-78.9
Cis Academy,78A,37155,Robeson County,North Carolina,28372,0,0,0,1,1,2,120,1,3,34.68,-79.19
Surry County Schools,860,37171,Surry County,North Carolina,27017,1,5.922807017543859,1,1,1,1,7967,19,3,36.39,-80.72
Jones County Schools,520,37103,Jones County,North Carolina,28585,1,3.8584121976866457,1,1,1,1,1131,6,4,35.06,-77.35
Marjorie Williams Academy,06B,37011,Avery County,North Carolina,28616,0,0,0,2,3,2,115,1,4,36.02,-81.93
Harnett County Schools,430,37085,Harnett County,North Carolina,27546,0,0,0,2,2,3,22504,29,3,35.39,-78.81
Asheboro City Schools,761,37151,Randolph County,North Carolina,27203,1,7.021398192109545,0,1,1,1,4484,8,3,35.71,-79.81
Forsyth County Schools,340,37067,Forsyth County,North Carolina,27107,1,8.731756756756758,0,1,1,1,55656,78,3,36.01,-80.18
Pave Southeast Raleigh Charter School,93J,37183,Wake County,North Carolina,27610,0,0,0,1,1,1,374,1,4,35.74,-78.55
Union County Public Schools,900,37179,Union County,North Carolina,28112,1,6.788679245283019,1,3,2,2,41935,53,1,34.98,-80.54
The Capitol Encore Academy,26C,37051,Cumberland County,North Carolina,28301,0,0,0,,,,491,1,3,35.05,-78.87
Weldon City Schools,422,37083,Halifax County,North Carolina,27890,0,0,0,1,1,1,890,4,4,36.42,-77.6
Elkin City Schools,861,37171,Surry County,North Carolina,28621,1,10.47384550527677,0,1,1,1,1254,3,2,36.25,-80.84
Washington County Schools,940,37187,Washington County,North Carolina,27962,1,9,0,1,1,,1508,5,4,35.86,-76.74
Durham Public Schools,320,37063,Durham County,North Carolina,27704,1,12.112914847674036,1,1,1,1,33658,54,3,36.04,-78.83
Bertie County Schools,80,37015,Bertie County,North Carolina,27983,1,7.907978881987578,1,1,1,1,2200,7,4,36,-76.94
Gaston County Schools,360,37071,Gaston County,North Carolina,28098,0,0,0,1,1,1,31562,54,3,35.26,-81.1
North East Carolina Preparatory School,33A,37065,Edgecombe County,North Carolina,27886,1,2.5951150509241794,0,1,1,1,914,1,3,35.9,-77.55
Catawba County Schools,180,37035,Catawba County,North Carolina,28658,1,5.1,0,1,1,1,16082,28,2,35.66,-81.21
Craven County Schools,250,37049,Craven County,North Carolina,28560,0,0,1,2,2,2,13880,25,3,35.11,-77.07
Peak Charter Academy,93M,37183,Wake County,North Carolina,27502,0,0,0,2,1,4,689,1,1,35.72,-78.84
Cleveland County Schools,230,37045,Cleveland County,North Carolina,28150,1,9,1,4,3,2,14904,29,3,35.28,-81.54
Iredell-Statesville Schools,490,37097,Iredell County,North Carolina,28166,1,9.399817966718995,1,1,1,1,21098,35,2,35.7,-80.89
Triad Math & Science Academy,41F,37081,Guilford County,North Carolina,27406,0,0,0,1,1,1,1264,1,3,36,-79.76
Sampson County Schools,820,37163,Sampson County,North Carolina,28328,1,11.070877462991838,0,1,1,1,8208,18,4,35,-78.33
Transylvania County Schools,880,37175,Transylvania County,North Carolina,28712,1,6.32936507936508,0,1,1,1,3501,9,2,35.23,-82.73
Cumberland County Schools,260,37017,Bladen County,North Carolina,28306,1,5.379518245097393,1,3,3,4,51635,87,3,34.96,-78.9
Johnston County Schools,510,37101,Johnston County,North Carolina,27577,1,7.707000000000001,0,1,1,1,36965,45,2,35.5,-78.34
Queen's Grant Community,60G,37119,Mecklenburg County,North Carolina,28227,0,0,0,2,1,4,765,1,1,35.19,-80.65
Chapel Hill-Carrboro Schools,681,37135,Orange County,North Carolina,27516,1,11.274145891043398,0,3,2,3,12595,19,1,35.91,-79.15
Henderson County Schools,450,37089,Henderson County,North Carolina,28759,1,2.7798047914818103,0,1,1,1,13342,23,2,35.39,-82.57
Hickory City Schools,181,37035,Catawba County,North Carolina,28602,1,6.2,1,1,1,1,4216,9,3,35.73,-81.32
Lee County Schools,530,37105,Lee County,North Carolina,27330,0,0,0,,,,10573,16,3,35.47,-79.18
Montgomery County Schools,620,37123,Montgomery County,North Carolina,27371,1,6.025,1,2,1,2,3982,12,3,35.36,-79.89
"Crossnore School, Inc",1132,37011,Avery County,North Carolina,28616,0,0,0,3,2,2,97,1,4,36.02,-81.93
Z.E.C.A. School Of Art And Technology,67B,37133,Onslow County,North Carolina,28546,0,0,0,1,1,2,169,1,4,34.8,-77.36
Lincoln County Schools,550,37109,Lincoln County,North Carolina,28092,1,8.597368421052632,1,1,1,1,11600,23,2,35.47,-81.24
Kannapolis City Schools,132,37025,Cabarrus County,North Carolina,28083,1,4.6,0,2,2,3,5455,9,4,35.49,-80.62
Stanly County Schools,840,37167,Stanly County,North Carolina,28001,1,4.045,1,2,1,1,8455,21,3,35.36,-80.19
Falcon Children's Home,1125,37051,Cumberland County,North Carolina,28342,0,0,0,2,2,1,85,1,,35.19,-78.64
Anson County Schools,40,37007,Anson County,North Carolina,28170,1,2.108768840727549,0,2,1,1,3193,10,4,34.96,-80.06
Caldwell County Schools,140,37027,Caldwell County,North Carolina,28645,0,0,0,,,,11755,27,3,35.9,-81.53
Alamance-Burlington Schools,10,37001,Alamance County,North Carolina,27217,1,9.12177823293435,1,2,3,1,23177,35,3,36.19,-79.38
Rolesville Charter Academy,93P,37183,Wake County,North Carolina,27571,0,0,0,2,1,4,580,1,1,35.92,-78.45
Mitchell County Schools,610,37121,Mitchell County,North Carolina,28705,1,1.7249999999999999,0,1,1,1,1832,7,3,36.01,-82.15
Guilford County Juvenile Detention Center,1167,37081,Guilford County,North Carolina,27409,1,3.5,0,1,2,1,33,1,,36.1,-79.94
Cardinal Charter Academy,92W,37183,Wake County,North Carolina,27513,0,0,0,1,1,1,890,1,1,35.8,-78.8
Thomasville City Schools,292,37057,Davidson County,North Carolina,27360,1,7.6575,1,1,1,1,2350,4,4,35.88,-80.07
"With Friends, Inc.",1162,37071,Gaston County,North Carolina,28054,0,0,0,1,1,1,6,1,,35.25,-81.17
Wilkes County Schools,970,37193,Wilkes County,North Carolina,28659,1,2.2,0,2,2,2,9445,22,3,36.16,-81.14
New Hanover County Schools,650,37129,New Hanover County,North Carolina,28401,1,7.550705128205129,1,1,1,1,26633,45,3,34.27,-77.96
Roanoke Rapids City Schools,421,37083,Halifax County,North Carolina,27870,1,6.628571428571428,0,1,1,1,2978,5,1,36.45,-77.65
Duplin County Schools,310,37061,Duplin County,North Carolina,28349,0,0,0,1,1,1,10017,13,4,34.96,-77.96
Moore County Schools,630,37125,Moore County,North Carolina,28327,0,0,0,1,1,1,13699,23,2,35.34,-79.41
Kipp - Halifax College Preparatory,42A,37083,Halifax County,North Carolina,27839,0,0,0,1,1,1,433,1,4,36.32,-77.59
Hyde County Schools,480,37095,Hyde County,North Carolina,27885,0,0,0,1,1,1,608,3,4,35.4,-76.27
Gaston College Preparatory,66A,37131,Northampton County,North Carolina,27832,1,0.7625,0,2,1,1,1214,3,4,36.49,-77.64
Research Triangle Charter,32H,37063,Durham County,North Carolina,27703,0,0,0,2,1,4,737,1,3,35.96,-78.81
Yadkin County Schools,990,37197,Yadkin County,North Carolina,27055,1,12.112724094543879,0,1,1,1,5514,14,3,36.13,-80.65
Alexander County Schools,20,37003,Alexander County,North Carolina,28681,1,3.204201680672269,0,1,1,1,5197,11,2,35.92,-81.17
Richmond County Schools,770,37153,Richmond County,North Carolina,28345,1,4,0,1,1,1,7485,15,4,34.88,-79.7
Vance County Schools,910,37181,Vance County,North Carolina,27536,1,9.251130603058412,1,1,1,1,5891,15,4,36.32,-78.41
Newton Conover City Schools,182,37035,Catawba County,North Carolina,28658,1,6.395201915742255,0,3,2,1,3065,7,3,35.66,-81.21
Rocky Mount Preparatory,64A,37127,Nash County,North Carolina,27804,1,1.5,0,1,1,1,1274,1,3,35.95,-77.81
Jackson County Schools,500,37099,Jackson County,North Carolina,28779,1,0.5092105263157894,0,2,2,2,3735,10,3,35.37,-83.22
Matthew'S Charter Academy,61R,37179,Union County,North Carolina,28104,0,0,0,2,1,4,763,1,1,35.06,-80.69
Clay County Schools,220,37043,Clay County,North Carolina,28904,1,4.963333333333333,0,1,1,1,1381,3,3,35.04,-83.81
Cabarrus County Schools,130,37025,Cabarrus County,North Carolina,28027,1,6.5,1,1,1,1,33194,43,2,35.41,-80.68
Torchlight Academy,92-L,37183,Wake County,North Carolina,27604,0,0,0,1,1,1,584,2,4,35.82,-78.56
Mount Airy City Schools,862,37171,Surry County,North Carolina,27030,1,6.1375,0,2,1,2,1709,4,3,36.5,-80.61
Halifax County Schools,420,37083,Halifax County,North Carolina,27839,1,11.22419877155648,0,2,3,2,2523,10,4,36.32,-77.59
Whiteville City Schools,241,37047,Columbus County,North Carolina,28472,1,3.6,1,2,3,4,2310,4,4,34.32,-78.7
Burke County Schools,120,37023,Burke County,North Carolina,28655,0,0,0,1,1,1,12313,26,3,35.74,-81.69
Lexington City Schools,291,37057,Davidson County,North Carolina,27292,1,3.0464395874539894,1,1,1,1,3113,7,4,35.8,-80.25
Forsyth Academy,34F,37067,Forsyth County,North Carolina,27106,0,0,0,2,1,4,687,1,3,36.14,-80.32
Edgecombe County Schools,330,37065,Edgecombe County,North Carolina,27886,0,0,1,2,3,3,6213,14,4,35.9,-77.55
Beaufort County Schools,70,37013,Beaufort County,North Carolina,27889,1,8.306505872694217,1,1,1,1,6627,14,4,35.55,-77.05
Durham County Youth Home,1156,37063,Durham County,North Carolina,27704,0,0,0,,,,11,1,,36.04,-78.83
"Eckerd Youth Alternatives, Inc",1142,12103,Pinellas County,Florida,33765,0,0,0,2,2,2,68,2,,27.97,-82.76
Warren County Schools,930,37185,Warren County,North Carolina,27589,0,0,0,1,1,1,1990,7,4,36.4,-78.15
Aristotle Preparatory Academy,60N,37119,Mecklenburg County,North Carolina,28214,0,0,0,,,,110,1,4,35.28,-80.97
Holy Angels,1120,37071,Gaston County,North Carolina,28012,0,0,0,1,1,1,20,1,,35.24,-81.04
Madison County Schools,570,37115,Madison County,North Carolina,28753,0,0,0,1,1,1,2261,6,2,35.79,-82.68
Tyrrell County Schools,890,37177,Tyrrell County,North Carolina,27925,1,2.0083333333333333,1,2,1,2,667,3,4,35.91,-76.25
Franklin County Schools,350,37069,Franklin County,North Carolina,27549,0,0,1,4,4,1,8259,17,3,36.1,-78.29
Fort Bragg,1007,37051,Cumberland County,North Carolina,28307,0,0,1,1,1,1,5690,9,1,35.13,-79
Gates County Schools,370,37073,Gates County,North Carolina,27938,0,0,0,2,1,1,1724,5,2,36.4,-76.75
Greene County Schools,400,37079,Greene County,North Carolina,28580,1,1,0,4,3,3,3087,6,4,35.45,-77.67
Central Park School For Children,32K,37063,Durham County,North Carolina,27701,1,8,0,2,1,1,627,1,1,36,-78.9
Davidson County Schools,290,37057,Davidson County,North Carolina,27292,1,3.5,0,1,1,1,19218,36,2,35.8,-80.25
Camden County Schools,150,37029,Camden County,North Carolina,27921,1,2.1219512195121952,0,2,1,1,1999,5,1,36.32,-76.16
Buncombe County Schools,110,37021,Buncombe County,North Carolina,28806,1,10.732558139534884,1,1,1,1,23695,43,2,35.57,-82.61
Kipp Charlotte,60L,37119,Mecklenburg County,North Carolina,28215,1,0.5,0,1,1,1,800,2,4,35.24,-80.69
Carter Community Charter,32C,37063,Durham County,North Carolina,27705,0,0,0,1,1,4,252,1,4,36.03,-78.98
Perquimans County Schools,720,37143,Perquimans County,North Carolina,27944,1,7.529545454545454,0,2,3,4,1806,4,3,36.18,-76.47
Cabarrus Charter Academy,13B,37025,Cabarrus County,North Carolina,28027,0,0,0,1,1,1,787,2,2,35.41,-80.68
Lenoir County Public Schools,540,37107,Lenoir County,North Carolina,28502,1,8.73490455784963,1,1,1,1,8997,17,4,35.27,-77.59
Charlotte-Mecklenburg Schools,600,37119,Mecklenburg County,North Carolina,28208,1,6.203423450174289,0,3,3,4,155737,175,3,35.23,-80.91
Sugar Creek Charter,60B,37119,Mecklenburg County,North Carolina,28206,1,6.5,0,1,1,1,1563,2,3,35.26,-80.82
Bladen County Schools,90,37017,Bladen County,North Carolina,28337,1,3.1,1,1,2,4,4483,13,4,34.62,-78.61
Northampton County Schools,660,37131,Northampton County,North Carolina,27845,1,11.214285714285715,1,2,2,4,1651,7,4,36.39,-77.41
Nash-Rocky Mount Schools,640,37065,Edgecombe County,North Carolina,27801,1,8.032027727666362,0,1,1,1,15164,29,3,35.91,-77.73
Haliwa-Saponi Tribal School,93A,37083,Halifax County,North Carolina,27844,0,0,0,1,1,2,157,1,4,36.25,-77.92
Wilson County Schools,980,37195,Wilson County,North Carolina,27895,0,0,0,1,1,1,11292,26,3,35.73,-77.92
Columbus Charter School,24N,37047,Columbus County,North Carolina,28472,0,0,0,1,1,1,679,1,3,34.32,-78.7
Mallard Creek Stem Academy,61Q,37119,Mecklenburg County,North Carolina,28269,0,0,0,1,1,1,771,1,1,35.34,-80.8
Carteret County Public Schools,160,37031,Carteret County,North Carolina,28516,1,1.131578947368421,1,1,1,1,8270,19,3,34.72,-76.65
Polk County Schools,750,37149,Polk County,North Carolina,28722,0,0,0,2,1,2,2258,7,3,35.24,-82.2
Davie County Schools,300,37059,Davie County,North Carolina,27028,1,4.1,0,1,1,1,6396,12,2,35.89,-80.55
Wayne County Public Schools,960,37191,Wayne County,North Carolina,27530,1,5.722222222222222,0,1,1,1,18667,33,4,35.37,-77.97
Langtree Charter Academy,49F,37097,Iredell County,North Carolina,28117,0,0,0,1,1,1,1636,2,1,35.57,-80.9
Johnston Charter Academy,51B,37101,Johnston County,North Carolina,27520,0,0,0,2,1,4,638,1,1,35.64,-78.45
Nc Department Of Public Safety - Div Of Juvenile Justice,1154,37183,Wake County,North Carolina,27603,1,3.25,0,1,1,1,298,10,,35.66,-78.65
Union Preparatory Academy,90C,37179,Union County,North Carolina,28079,0,0,0,1,1,1,933,1,1,35.07,-80.67
Residential Schools,298,37183,Wake County,North Carolina,27603,1,0.8333333333333333,0,1,1,1,194,3,4,35.66,-78.65
Pender County Schools,710,37141,Pender County,North Carolina,28425,0,0,1,1,1,1,10223,19,3,34.55,-77.92
Granville County Schools,390,37077,Granville County,North Carolina,27522,1,1,0,3,2,2,7562,20,3,36.12,-78.68
Hertford County Schools,460,37091,Hertford County,North Carolina,27986,0,0,0,2,2,2,2869,7,4,36.38,-76.93
Pasquotank County Schools,700,37139,Pasquotank County,North Carolina,27909,1,11,1,1,1,1,5639,13,3,36.29,-76.22
Nc Department Of Public Safety - Doc,1139,37183,Wake County,North Carolina,27699,0,0,0,2,1,1,64,3,,35.82,-78.65
Alexander Youth Network,1148,37119,Mecklenburg County,North Carolina,28211,1,2,0,2,1,2,77,1,1,35.17,-80.8
Watauga County Schools,950,37189,Watauga County,North Carolina,28607,1,9.62906770526039,0,4,1,1,4774,10,2,36.2,-81.66
Cherokee County Schools,200,37039,Cherokee County,North Carolina,28906,1,1.5208333333333335,0,1,1,1,3342,12,3,35.09,-84.02
Pamlico County Schools,690,37137,Pamlico County,North Carolina,28515,1,8.846341463414635,0,1,1,1,1393,4,3,35.18,-76.7
Iredell Charter Academy,49G,37097,Iredell County,North Carolina,28166,0,0,0,1,1,1,676,1,2,35.7,-80.89
Caswell County Schools,170,37033,Caswell County,North Carolina,27379,1,3.7575757575757573,0,1,1,1,2561,6,3,36.4,-79.34
Scotland County Schools,830,37165,Scotland County,North Carolina,28352,1,1,1,1,1,1,5750,11,4,34.76,-79.47
Mecklenburg County Sheriff'S Office,1057,37119,Mecklenburg County,North Carolina,28269,0,0,0,2,3,3,67,1,,35.34,-80.8
Martin County Schools,580,37117,Martin County,North Carolina,27892,0,0,0,,,,3273,11,4,35.85,-77.05
Quality Education Academy,34B,37067,Forsyth County,North Carolina,27105,1,7,0,1,1,1,569,1,4,36.16,-80.23
Graham County Schools,380,37075,Graham County,North Carolina,28771,0,0,0,3,1,1,1257,3,3,35.32,-83.8
Florence Crittenton Programs Of Sc,5336,45019,Charleston County,South Carolina,29403,0,0,0,2,2,2,16,1,,32.81,-79.94
Columbia East Point Academy,6239,45063,Lexington County,South Carolina,29169,1,6.0145,0,1,3,1,643,1,3,33.99,-81.08
Children's Attention Home,5672,45091,York County,South Carolina,29732,1,4.7,0,1,1,1,42,1,,34.97,-81.08
Laurens 55,3055,45059,Laurens County,South Carolina,29360,1,6.864804313253235,0,1,1,1,5778,9,4,34.5,-82.02
"York Preparatory Academy, Inc.",6226,45091,York County,South Carolina,29732,0,0,0,,,,1638,1,1,34.97,-81.08
Spartanburg 04,4204,45083,Spartanburg County,South Carolina,29388,1,9.75,0,1,1,1,2945,4,3,34.74,-82.03
Florence 01,2101,45041,Florence County,South Carolina,29506,0,0,0,1,1,1,16226,22,3,34.21,-79.65
Spartanburg 06,4206,45083,Spartanburg County,South Carolina,29376,1,11.126133333333334,1,1,1,1,11905,15,3,34.87,-81.96
Lee County,3101,45061,Lee County,South Carolina,29010,1,7.657142857142857,0,1,1,1,1832,5,4,34.21,-80.24
Dorchester 02,1802,45035,Dorchester County,South Carolina,29483,1,12.2,0,1,1,1,26413,21,2,33.05,-80.19
Laurens 56,3056,45059,Laurens County,South Carolina,29325,1,4.216666666666667,1,1,1,1,3085,6,4,34.47,-81.86
Chester County,1201,45023,Chester County,South Carolina,29706,1,1.5,0,1,1,1,5310,12,4,34.7,-81.21
Lancaster County,2901,45057,Lancaster County,South Carolina,29720,0,0,0,1,1,1,13461,21,2,34.72,-80.77
Florence 02,2102,45041,Florence County,South Carolina,29583,0,0,0,2,1,1,1157,2,1,33.99,-79.56
Anderson 04,0404,45007,Anderson County,South Carolina,29670,1,9.6,0,1,1,1,2953,6,3,34.65,-82.78
Felton Laboratory School,6346,45075,Orangeburg County,South Carolina,29116,0,0,0,2,1,1,383,1,3,33.49,-80.86
"Tamassee Dar School, Inc.",6084,45073,Oconee County,South Carolina,29686,0,0,0,3,1,2,32,1,,34.96,-83.05
Tri-County Commission On Alcohol And Drug Abuse,6309,45075,Orangeburg County,South Carolina,29118,1,5.550955414012739,0,1,1,1,13,1,,33.57,-80.89
Lexington 03,3203,45063,Lexington County,South Carolina,29006,1,2.025,0,2,1,1,2085,4,3,33.9,-81.54
St Anthony Of Padua Catholic School,5405,45045,Greenville County,South Carolina,29611,1,11.67142857142857,0,1,1,1,138,1,4,34.83,-82.46
York 04 - Fort Mill,4604,45091,York County,South Carolina,29715,1,0.625,0,1,1,1,16166,16,1,35,-80.94
Greenwood 50,2450,45047,Greenwood County,South Carolina,29649,1,4.923469387755102,1,1,1,1,8921,14,4,34.24,-82.15
Kershaw County,2801,45055,Kershaw County,South Carolina,29020,1,4.6814903138432555,0,2,1,2,10777,18,3,34.26,-80.61
Eagle Harbor Inc.,6059,45015,Berkeley County,South Carolina,29486,1,4.65,0,1,1,1,16,1,4,33.02,-80.18
Hampton 01,2501,45049,Hampton County,South Carolina,29944,1,1.1590986394557823,0,1,1,1,2216,7,4,32.85,-81.08
Sc Opportunity School - Wil Lou Grey,5206,45063,Lexington County,South Carolina,29170,0,0,0,1,1,1,105,1,,33.94,-81.15
Beaufort County,0701,45013,Beaufort County,South Carolina,29902,1,7.2,0,1,1,1,21671,33,3,32.33,-80.68
Edgefield County,1901,45037,Edgefield County,South Carolina,29832,0,0,1,,,,3389,7,3,33.83,-81.8
Greenville Cty Commission On Alcohol -Phoenix Center,6271,45045,Greenville County,South Carolina,29617,1,9.13125,0,2,1,1,20,1,,34.91,-82.47
Midlands Stem Institute,6329,45039,Fairfield County,South Carolina,29180,1,2,0,1,1,1,190,1,4,34.37,-81.08
Spartanburg Preparatory Charter School - Sc Public Charter Dist,6121,45083,Spartanburg County,South Carolina,29306,0,0,0,1,1,2,538,1,3,34.94,-81.92
York 02- Clover,4602,45091,York County,South Carolina,29710,1,6.718268327014014,0,1,1,1,8075,11,1,35.11,-81.22
Calhoun County,0901,45017,Calhoun County,South Carolina,29135,1,6.5,1,3,1,4,1700,3,4,33.66,-80.77
Colleton County,1501,45029,Colleton County,South Carolina,29488,1,10.531666666666666,1,1,1,1,5582,8,4,32.9,-80.67
Spartanburg 02,4202,45083,Spartanburg County,South Carolina,29323,1,5,1,1,1,1,10294,15,2,35.14,-81.86
Lexington 01,3201,45063,Lexington County,South Carolina,29072,1,12.816666507960388,1,2,3,3,26943,30,2,33.98,-81.22
Anderson 03,0403,45007,Anderson County,South Carolina,29655,0,0,0,1,1,1,2811,5,3,34.3,-82.66
Pickens County,3901,45077,Pickens County,South Carolina,29640,1,10.02426322204203,0,3,2,1,16439,23,2,34.88,-82.58
Oconee County,3701,45073,Oconee County,South Carolina,29691,0,0,0,2,2,1,10655,16,2,34.77,-83.06
Bamberg 01,0501,45009,Bamberg County,South Carolina,29003,1,1.9444444444444444,0,1,1,1,1322,3,4,33.29,-81.03
Cherokee County,1101,45021,Cherokee County,South Carolina,29341,0,0,1,1,1,1,9073,19,4,35.11,-81.71
Dorchester 04,1804,45035,Dorchester County,South Carolina,29477,1,3,1,1,1,1,2308,6,4,33.18,-80.58
